date,orders,units,revenue,freight_value,avg_review_score,on_time_rate
2018-04-02,281,332,40279.10,7689.23,4.083,0.864615
2018-04-03,246,279,36246.51,5824.00,4.09,0.905455
2018-04-04,257,287,37982.73,5585.09,3.976,0.93617
2018-04-05,266,298,36058.79,6160.01,4.21,0.955479
2018-04-06,189,213,27784.74,4500.60,3.873,0.965854
2018-04-07,164,184,25517.38,3497.49,3.916,0.949721
2018-04-08,185,207,23463.85,4413.83,3.923,0.936585
2018-04-09,253,290,49308.73,6474.09,4.307,0.958188
2018-04-10,201,231,27870.56,4664.70,3.923,0.955752
2018-04-11,274,310,40782.96,6421.50,3.99,0.962838
2018-04-12,255,298,34117.58,5827.81,4.134,0.966216
2018-04-13,202,242,31150.36,5290.17,4.079,0.965957
2018-04-14,146,172,18845.70,3552.17,3.895,0.953216
2018-04-15,223,264,30524.04,6034.15,3.973,0.973077
2018-04-16,280,320,40412.26,6947.22,4.119,0.958861
2018-04-17,265,311,36682.97,5929.82,4.175,0.960526
2018-04-18,280,315,39472.71,6823.02,4.013,0.931373
2018-04-19,292,355,43287.21,6585.04,4.13,0.959885
2018-04-20,196,229,28353.84,4312.64,4.039,0.977778
2018-04-21,156,169,18966.34,3499.55,4.107,0.964072
2018-04-22,200,233,27350.90,4640.91,4.047,0.974138
2018-04-23,285,329,37674.27,6689.03,4.122,0.957055
2018-04-24,271,311,43083.77,6821.28,4.078,0.980328
2018-04-25,284,321,40995.02,6361.45,4.206,0.958861
2018-04-26,254,294,31631.36,5281.41,4.246,0.958478
2018-04-27,242,285,40752.54,6010.53,4.187,0.953571
2018-04-28,169,191,23560.56,3417.96,4.054,0.952128
2018-04-29,171,188,19411.70,3649.25,3.989,0.945652
2018-04-30,240,285,35682.61,5354.00,4.301,0.982143
2018-05-01,255,277,33163.80,5277.88,4.152,0.967153
2018-05-02,295,339,38557.72,6206.60,4.307,0.939577
2018-05-03,304,357,42497.77,7077.95,4.24,0.96034
2018-05-04,265,309,39730.93,5763.17,4.191,0.970588
2018-05-05,197,221,28306.45,4301.70,3.986,0.949074
2018-05-06,210,240,28565.97,4428.26,3.941,0.965957
2018-05-07,371,421,54167.48,8292.73,4.175,0.93643
2018-05-08,327,378,47800.69,6919.40,4.237,0.941176
2018-05-09,342,392,43589.12,7379.52,4.123,0.924675
2018-05-10,279,335,51458.67,7413.22,4.117,0.929878
2018-05-11,246,284,37859.19,5390.82,4.107,0.893617
2018-05-12,204,239,29604.14,5108.23,4.013,0.940171
2018-05-13,206,246,31313.52,4888.77,4.093,0.946939
2018-05-14,364,413,53842.38,8388.34,4.097,0.873762
2018-05-15,352,423,41119.85,8386.17,4.11,0.844869
2018-05-16,357,406,56283.73,8455.36,4.124,0.8175
2018-05-17,227,256,31488.47,4478.26,4.063,0.802372
2018-05-18,236,277,31621.52,4808.26,3.998,0.860806
2018-05-19,139,169,25201.29,3118.44,4.089,0.874251
2018-05-20,161,192,19586.54,3499.58,3.792,0.787234
2018-05-21,204,239,25404.06,4261.91,4.043,0.871795
2018-05-22,199,232,27793.91,4276.77,4.03,0.915929
2018-05-23,132,150,17501.05,2761.24,4.24,0.973333
2018-05-24,114,130,20073.26,2201.41,4.406,0.984496
2018-05-25,103,128,15888.92,2248.45,4.305,0.992188
2018-05-26,99,116,14799.17,2114.92,4.2,0.991379
2018-05-27,100,112,12523.25,2170.43,4.089,1.0
2018-05-28,143,170,26877.47,3427.48,4.3,1.0
2018-05-29,149,173,25572.08,3858.55,4.249,1.0
2018-05-30,140,155,19214.00,3315.08,4.214,1.0
2018-05-31,133,146,25111.28,3045.24,4.253,0.993103
2018-06-01,184,211,32298.92,4983.75,4.038,0.990521
2018-06-02,142,158,25266.62,3673.37,4.114,0.993631
2018-06-03,191,217,28461.66,4408.24,4.263,1.0
2018-06-04,225,258,28622.40,5704.00,4.244,1.0
2018-06-05,197,240,30709.36,5392.36,4.058,0.991632
2018-06-06,227,277,26134.40,6042.58,3.751,0.98917
2018-06-07,223,251,37020.40,5655.98,3.879,0.996016
2018-06-08,198,234,26870.41,4926.79,3.863,0.965368
2018-06-09,172,192,29325.08,4708.69,4.199,0.989418
2018-06-10,193,224,25501.97,4786.28,3.955,0.9819
2018-06-11,294,338,49669.70,7643.58,4.31,0.967456
2018-06-12,246,288,40369.00,6393.43,4.108,0.933333
2018-06-13,259,305,34616.96,6969.67,4.193,0.989967
2018-06-14,212,237,27504.60,5202.61,4.426,0.983051
2018-06-15,186,209,26617.56,4881.20,4.23,0.990244
2018-06-16,165,177,24616.05,4384.03,4.227,0.994253
2018-06-17,152,175,17316.33,3435.19,4.429,0.977011
2018-06-18,246,279,34718.30,6305.10,4.509,0.992754
2018-06-19,231,261,34630.33,5383.27,4.387,0.984496
2018-06-20,217,251,28793.99,5536.28,4.223,0.996
2018-06-21,234,264,27703.58,5598.41,4.119,0.980843
2018-06-22,179,206,24807.27,3945.89,4.33,0.995098
2018-06-23,151,172,17501.92,3679.19,4.129,0.982353
2018-06-24,199,218,24432.60,5065.98,4.373,0.986175
2018-06-25,240,281,36135.52,5744.40,4.247,0.989209
2018-06-26,242,292,30957.57,6658.97,4.124,1.0
2018-06-27,214,243,26496.48,6009.45,4.425,0.987654
2018-06-28,243,284,32171.97,6567.08,4.164,0.989286
2018-06-29,174,197,20473.48,4625.21,4.128,0.989691
2018-06-30,124,139,15379.88,3241.82,4.209,1.0
2018-07-01,161,186,24369.47,4691.23,4.22,0.983696
2018-07-02,195,217,23158.62,6263.81,4.481,0.995349
2018-07-03,216,239,26307.31,5147.29,4.418,0.978903
2018-07-04,256,290,35651.65,5928.15,4.333,0.989474
2018-07-05,195,221,28809.33,5140.15,4.036,0.977169
2018-07-06,121,130,19005.54,3103.13,4.372,0.984496
2018-07-07,91,101,9076.56,2200.68,4.485,1.0
2018-07-08,122,147,14410.79,3143.95,3.972,0.978723
2018-07-09,148,158,19564.85,3557.32,4.303,0.948718
2018-07-10,132,151,18724.57,3522.20,4.087,0.939189
2018-07-11,127,145,18519.98,3620.64,3.972,0.929078
2018-07-12,121,128,28891.77,3677.94,3.961,0.894309
2018-07-13,167,190,27644.23,4885.17,4.154,0.978947
2018-07-14,148,160,22257.69,4169.33,4.334,0.928571
2018-07-15,152,167,30037.49,4451.91,4.018,0.95092
2018-07-16,245,264,31308.29,6469.84,4.205,0.914397
2018-07-17,221,244,30421.48,5336.93,4.174,0.941423
2018-07-18,305,340,41193.49,7790.66,4.478,0.967359
2018-07-19,253,287,38705.58,6205.66,4.078,0.982332
2018-07-20,249,287,32031.44,6030.41,4.13,0.964912
2018-07-21,187,208,21113.58,4388.50,4.444,0.97561
2018-07-22,215,243,27753.42,5208.84,4.284,0.974684
2018-07-23,305,347,39911.22,8064.40,4.269,0.937685
2018-07-24,270,303,41525.76,6557.68,4.287,0.96633
2018-07-25,268,327,40417.50,7495.09,4.181,0.974922
2018-07-26,247,286,35292.72,6492.00,4.309,0.971731
2018-07-27,189,216,28371.75,4959.38,4.167,0.976526
2018-07-28,175,210,25210.12,4855.00,4.238,0.985507
2018-07-29,188,211,31434.08,5034.20,4.248,0.902439
2018-07-30,284,312,39070.66,6743.36,4.145,0.885621
2018-07-31,320,377,45316.28,8085.96,4.112,0.894309
2018-08-01,310,347,40553.80,7877.23,4.029,0.851312
2018-08-02,299,336,38462.26,7163.40,4.027,0.843558
2018-08-03,314,347,42075.18,7442.40,3.983,0.844575
2018-08-04,245,274,35511.96,5715.84,4.117,0.901887
2018-08-05,276,312,35583.76,6688.31,4.235,0.829508
2018-08-06,372,430,56427.39,9433.03,4.165,0.817102
2018-08-07,366,431,49178.98,9115.40,3.949,0.808153
2018-08-08,315,360,43333.07,8027.43,4.159,0.890141
2018-08-09,283,322,40040.28,6694.58,4.255,0.896552
2018-08-10,253,268,33424.73,6160.56,4.131,0.897727
2018-08-11,186,216,25960.93,4604.80,4.204,0.95814
2018-08-12,197,227,31524.21,5215.54,4.185,0.945455
2018-08-13,288,321,38613.13,7263.78,4.417,0.927445
2018-08-14,315,342,44192.84,7278.53,4.196,0.890533
2018-08-15,285,317,45574.04,6784.61,4.268,0.914013
2018-08-16,318,353,35670.61,6546.70,4.26,0.920228
2018-08-17,255,289,31730.67,5908.32,4.358,0.957597
2018-08-18,196,206,24340.95,4357.15,4.346,0.975369
2018-08-19,204,226,25487.39,4479.11,4.442,0.951327
2018-08-20,252,283,34479.50,5372.37,4.387,0.893617
2018-08-21,239,258,26323.06,4507.63,4.415,0.929961
2018-08-22,186,216,20297.13,3965.48,4.398,0.944186
2018-08-23,142,161,17030.87,2509.69,4.36,0.950311
2018-08-24,98,117,9633.61,1679.78,4.085,0.921739
2018-08-25,69,75,10599.41,1138.35,4.4,0.986667
2018-08-26,73,82,8070.71,1262.45,4.329,0.987805
2018-08-27,66,71,5345.91,765.70,4.357,0.915493
2018-08-28,39,45,3673.91,447.31,4.467,0.977778
2018-08-29,11,16,1546.04,216.66,4.375,1.0
2018-09-03,1,1,145.00,21.46,1.0,0
