product_id,category,orders,units,sellers,revenue,avg_item_price,freight_ratio,avg_review_score,review_count,on_time_rate,latest_order
e80a0c4b0bb3f2f171f0fe8360513d90,fashion_male_clothing,3,3,2,109.97,36.66,0.32718,4.0,3,1.0,2018-02-25 22:43:34
05d7deab2f99410d5fa21a75deaa1fad,fashion_bags_accessories,1,1,1,109.90,109.90,0.171702,5.0,1,1.0,2018-08-12 23:15:08
614dd74b96d1a51792de2d9a3475145a,fashion_bags_accessories,1,1,1,109.90,109.90,0.237034,3.0,1,1.0,2017-07-19 18:44:39
d6a98c2faf26312d4890d2a84f4bc0eb,fashion_bags_accessories,1,1,1,109.90,109.90,0.314559,5.0,1,1.0,2017-08-31 15:28:40
e03f4e4044f06ae9349b2f891e614923,fashion_female_clothing,2,2,1,109.80,54.90,0.199545,5.0,2,1.0,2017-08-17 00:26:37
c4cca1d23088d10099f52159878b6686,fashion_female_clothing,2,2,1,109.80,54.90,0.27031,3.0,2,1.0,2017-05-07 12:33:16
905b0c0ebfb5ea28af1b5cfb97bbbd27,fashion_female_clothing,1,2,1,109.80,54.90,0.385792,5.0,2,0.0,2017-09-17 18:58:07
17636e3c15333148e25253db631a2d7d,fashion_sport,2,2,1,109.80,54.90,0.21694,5.0,2,0.5,2017-10-10 20:33:18
108c2bc00375b068ec4d353bfe3649ce,fashion_bags_accessories,1,1,1,109.50,109.50,0.157169,1.0,1,1.0,2017-07-25 23:20:06
f5d8f4fbc70ca2a0038b9a0010ed5cb0,fashion_bags_accessories,10,10,1,109.00,10.90,0.8,5.0,10,1.0,2017-01-05 14:36:18
b9db2807a5ed576de4411c679bc8ec71,fashion_bags_accessories,1,1,1,108.90,108.90,0.13168,5.0,1,1.0,2018-06-13 16:55:35
71fa3ded050dac9c89b71383bbe4df76,fashion_shoes,3,3,1,107.70,35.90,0.392851,4.333,3,1.0,2017-06-27 11:38:25
fb5192388e7614dee676e3fcafbd12ee,fashion_bags_accessories,3,3,1,105.00,35.00,0.500762,4.667,3,1.0,2017-12-19 10:54:03
f0c28cf1f8a109a1dc6708397a353ec2,fashion_bags_accessories,3,3,1,105.00,35.00,0.290667,4.667,3,1.0,2018-08-02 16:31:11
c6f91a747904e6f2a5164c862c3b6633,fashion_bags_accessories,3,4,1,104.96,26.24,0.658346,3.0,4,1.0,2018-08-12 23:25:26
4cb4ef491872bfc6e910b343d46c6325,fashion_bags_accessories,3,3,1,104.70,34.90,0.445845,5.0,3,1.0,2018-04-22 13:27:41
1c1dda7d5b3d50618aadda35edc2acd6,fashion_bags_accessories,3,3,1,102.90,34.30,0.34655,3.667,3,1.0,2018-03-31 11:09:58
8bd9ea581812a401d20fdccc7b8abb1a,fashion_bags_accessories,2,2,1,101.20,50.60,0.124605,3.5,2,1.0,2017-11-08 20:44:32
1d116eece9b8bf17edaea2f3bc0f7324,fashion_bags_accessories,1,1,1,99.99,99.99,0.09511,5.0,1,1.0,2017-07-31 00:53:44
c7182d82bf8681373385017d2b516bd6,fashion_bags_accessories,1,1,1,99.95,99.95,0.427514,4.0,1,1.0,2017-09-16 20:40:17
4b7460bb7ecdf2e9177bdf7bec466a4a,fashion_bags_accessories,1,1,1,99.95,99.95,0.427514,4.0,1,1.0,2017-09-16 20:40:17
4c3165e9df5c5d143e67b5cb41ddfd13,fashion_bags_accessories,1,1,1,99.90,99.90,0.144444,1.0,1,0,2017-07-31 16:05:08
